procedura stosowana przy,procedure to be applied,
procedura zgody rozdział,assent procedure chapter,
proceduralnym lub administracyjnym,procedural or administrative,
procedurę przejrzystości przez,transparency procedure through,
procedury w komisjach,procedure in the committee,
procedury współpracy tytuł,cooperation procedure title,
procent objętości bio-etbe,percentage by volume of bio-etbe,
procent objętości bio-mtbe,percentage by volume of bio-mtbe,
procent ten może,this percentage may,
proces lub działalność,process or activity,
proces ten mogą,this process might,
procesie dialogu przez,dialogue process by,
procesowi otwarcia rynków,process of market opening,
procesowi przejścia do,process of transition to,
procesu przeprowadzi również,process also carry,
procesu tworzenia polityki,process of policy making,
producenta do użytkownika,producer to the user,
producenta lub jego,manufacturer or his,
produkcja i gospodarka,production and management,
produkcją i składem,manufacturing and composition,
produkcję biomasy dla,production of biomass,
produkcję biomasy do,production of biomass,
produkcję i transport,production and transport,
produkcji i konsumpcji,production and consumption,
produkcji i nowych,production methods and new,
produkcji i spożycia,production and consumption,
produkcji i użycia,production and use,
produkcji jest niewątpliwie,production patterns is undoubtedly,
produkcji każdego zakładu,production of each establishment,
produkcji opakowań nie,manufacturing of packaging should not,
produkowany na podstawie,produced on the basis,
produkowany poprzez tłoczenie,produced through pressing,
produkowany z biomasy,produced from biomass,
produkt na rynek,product on the community market,
produktywnym okresie życia,productive period of life,
profesjonalnego importera pojazdów,professional importer of a vehicle,
progi informacyjne powinny,information threshold should,
program był spójny,programme is consistent,
program dobrze zareagował,programme responded well,
program działania dla,action programme for,
program działań dla,action programme for,
program działań nie,action programme has not,
program erasmus mundus,erasmus mundus programme supports,
program języki świata,world language programme a comprehensive,
program obejmuje okres,programme shall cover a period,
program oceniany jest,programme shall be evaluated,
program operacyjny nie,operational programme that,
program operacyjny po,operational programme after,
program powinien być,programme should be,
program prac są,work programme shall,
program pracy komisja,work programme the commission,
program taki umożliwia,such a programme shall enable,
program ten jest,this programme shall,
program ten musi,that programme must,
programem i sektorem,programme and the sector,
programem zbierania danych,programme for gathering data,
programie jest otwarty,programme shall be open,
programie może być,programme may also be,
programie prac celu,work programme's objective,
programowania oraz zarządzania,programming and management,
programowanie i przydział,programming and allocation,
programów badawczych wspólnoty,community framework programme of research,
programów operacyjnych do,operational programme shall provide for,
programu działania dla,action programme for,
programu działań będzie,programme of activities will,
programu econtent plus,econtent plus programme and to,
programu i dlatego,programme and therefore,
programu lub działania,programme or an action,
programu może również,programme may also,
programu operacyjnego zapewnia,operational programme shall provide,
programu oraz stan,programme and the state,
programu reform gospodarczych,economic reform programme is,
programu w okresie,programme for the period,
programu z innymi,programme and coordination with other,
projected to increase,increase it is projected that,
projekt budżetu jest,draft budget shall,
projekt cromo cromo,cromo project cromo,
projekt lub program,project or programme,
projekt rezolucji legislacyjnej,draft legislative resolution,
projekt umowy jest,draft agreement shall,
projektem rezolucji legislacyjnej,draft legislative resolution,
projektowania i działania,design and operation,
projektowania i produkcji,design and production,
projektowania i symulacji,design and simulation,
projektowaniem i kontrolą,design and control,
projektów i sektorów,project and sector,
projektów ustawodawstwa krajowego,draft national legislation,
projektu budżetu ani,draft budget or adopted,
projektu budżetu do,to reject the draft budget,
projektu i projektu,draft and the draft,
projektu inżynierii finansowej,blueprint of financial engineering,
projektu lub programu,project or programme,
projektu rezolucji legislacyjnej,draft legislative resolution,
projektu w terminie,draft within a time,
promieniowanie i mają,radiation and have,
promować i współpracować,promote and cooperate,
promować wymianę doświadczeń,promote exchange of experience,
promowała wymianę doświadczeń,promote exchange of experience,
promowania efektywności energetycznej,promotion of energy efficiency,
promowania i ochrony,promotion and protection,
promowania technologii energetycznych,promotion of energy technology,
promowanie i ochronę,promotion and protection,
promowaniu efektywności energetycznej,promotion of energy efficiency,
promując integrację regionalną,promoting regional integration,
proponując zmianę dyrektywy,proposing the amendment to directive,
proponuje radzie stowarzyszenia,propose to the association council,
proporcjonalnie do liczby,proportion to the total number,
proporcjonalności niniejsza dyrektywa,proportionality this directive,
propozycja jest dopuszczalna,proposal shall be admissible,
propozycja lub wniosek,proposal or request,
propozycja rezolucji nadal,motion for resolution may still,
propozycja rezolucji są,motion for a resolution shall,
propozycją bez debaty,proposal without debate,
propozycją lub wnioskiem,proposal or request,
propozycję lub wniosek,proposal or request,
propozycji projekt budżetu,proposal rejecting the draft budget,
propozycji właściwej do,proposal as appropriate to,
protokołu mogą uczestniczyć,protocol may participate,
protokołu na jego,protocol at its,
protokołu podejmują tylko,protocol shall be taken only,
protokołu z kyoto,kyoto protocol of,
protokół jest publikowany,report shall be published,
prowadzenia negocjacji horyzontalnych,conduct horizontal negotiations,
prowadzi do zmniejszenia,lead to a decrease,
prowadzi do znacznego,lead to a significant,
prowadzi w niektórych,leading in some,
prowadzić do długofalowego,lead to a long-term,
prowadzony w ramach,conducted within the framework,
prób na zwierzętach,for animal testing and develop,
próbek dla różnych,sampling points for different,
próbek dla stałych,sampling points for fixed,
próbek i analizy,sampling and analysis,
próbek i pomiarów,sampling and measurement,
próbek powinien być,probe should be,
próbę solidarności między,test the solidarity between,
próbki gleby reprezentatywne,sampling the representative,
próbnika powinien być,probe should be,
prywatne i publiczne,private and public,
prywatnego oraz rozwój,private sector and the development,
prywatny i publiczny,public and private interests,
prywatnych do starań,private entities in digitisation efforts,
prywatnych i publicznych,private and public,
prywatnych lub państwowych,private or national,
prywatnych lub publicznych,private or public,
prywatnym i państwowym,private and the public,
prywatnym oraz poprzez,by public and private entities,
przed dniem wejścia,before the date of entry,
przed głosowaniem nad,before voting on,
przed i po,before and after,
przed ich przyjęciem,prior to their adoption,
przed ich użyciem,before their use,
przed każdym posiedzeniem,before each meeting,
przed ostatecznym głosowaniem,before the final vote,
przed otwarciem głosowania,before opening the vote,
przed pierwszą sesją,prior to the first session,
przed przyjęciem niniejszego,before the adoption of this,
przed tymczasową komisją,before the temporary committee,
przed upływem tego,before the expiry of that,
przed zakupem urządzenia,before buying an appliance,
przed zanieczyszczeniem atmosferycznym,against atmospheric pollution,
przed zanieczyszczeniem fotochemicznym,from photochemical pollution,
przedmiot i zakres,subject matter and scope,
przedmiot jednego głosowania,subject of a single vote,
przedmiotach muszą być,subject teachers must be,
przedmiotem odrębnej decyzji,subject of a separate decision,
przedmiotem skargi do,subject of a complaint to,
przedsiębiorstw do nowych,businesses for new,
przedsiębiorstw oraz sektora,business and public sector,
przedsiębiorstw w społeczeństwie,business in society,
przedsiębiorstwa i inne,businesses and other,
przedsiębiorstwa i przemysł,businesses and industry,
przedstawia parlamentowi jedynie,submit to parliament only,
przedstawia parlamentowi propozycję,submit to parliament a proposal,
przedstawia parlamentowi sprawozdanie,to parliament a report,
przedstawia sprawozdanie parlamentowi,submit a report to parliament,
przedstawia zalecenie do,submit a recommendation for,
przedstawicielstwa sektora prywatnego,representatives of the private sector,
przedszkolnym w marcu,pre-school establishments in march,
przegląd finansowania zewnętrznego,review of eib external financing,
przegląd komisja przedstawia,review the commission shall submit,
przegląd ten powinien,this review should,
przegląd ten zapewnia,this review shall ensure,
przeglądowi w regularnych,reviewed at regular,
przeglądu sytuacji politycznej,review of the political situation,
przeglądu wdrażania przez,for the review of implementation,
przejrzyste i kompleksowe,clear and comprehensive,
przejrzystego systemu zarządzania,transparent system of governance,
przejrzystej i demokratycznej,transparent and democratic,
przejrzystości do prac,transparency into the work,
przejrzystości i efektywności,transparency and effectiveness,
przejrzystości oraz wymiany,transparency and the exchange,
przejrzystości przez publikację,transparency procedure through the publication,
przejrzystość i odpowiedzialność,transparency and accountability,
przejrzystość i wspólne,transparency and common,
przejrzystość międzynarodowych negocjacji,transparency of international trade negotiations,
przejrzysty i demokratyczny,transparent and democratic,
przejrzysty system sprawozdawczości,transparent system for reporting,
przejrzystych i obiektywnych,transparent and objective,
przejrzystych i stałych,clear and constant,
przejścia do gospodarki,transition to a market economy,
przejścia do konkurencyjnej,transition towards a competitive,
przejście do demokracji,transition to democracy,
przejście od pomocy,transition from emergency aid,
przejściowy i tymczasowy,transitional and temporary,
przekazuje komisji informacje,convey to the commission information,
przekazywanie wyników badań,transferring research results,
przekonywujący argument za,convincing argument for,
przekraczać jednego miesiąca,exceed one month,
przekraczać jednej minuty,exceed one minute,
przekraczać rocznych nie,not exceed annual,
przekraczają cele długoterminowe,exceed long-term objectives or target,
przekraczała rzeczywistego kosztu,exceed the real cost,
przemoc i cierpienia,violence and suffering,
przemocy i nienawiści,violence and hatred,
przemysł lotniczy przy,by the aviation industry itself,
przemysłową i technologiczną,industrial and technological,
przemysłowej i handlowej,industrial and commercial,
przemysłowych i miejskich,industrial and municipal,
przemysłu i energetycznym,industry and energy,
przemysłu i rolnictwa,industry and agriculture,
przemysłu i usług,industry and service,
przemysłu na obszarach,for industry present another area,
przepis ten nie,this provision was not,
przepisów niniejszego rozporządzenia,this regulation in order,
przepisy o dostępie,provision for access,
przepisy podobne do,provision similar to,
przepływu i dostępu,movement and access,
przepływu oraz zawartość,flow rate and content,
przestrzeni lotniczej do,aviation area with,
przestrzeni lotniczej między,aviation area between,
przestrzeni lotniczej ze,aviation area with,
przestrzeń lotnicza stworzyłaby,aviation area would create,
przeszkolenie społeczeństwa obywatelskiego,training civil society,
przetwórczego i ustanowienie,processing industry and the establishment,
przeważnie dwustronnych starań,mainly bilateral efforts,
przewiduje bezpośrednie wybory,foresees the direct election,
przewodniczącego i dwóch,chairman and two,
przewodniczącego lub wiceprzewodniczącego,chairman or vice-chairman,
przewodniczącemu i swojemu,its chairman and rapporteur,
przewodniczącemu komisji przed,chairman of the committee prior,
przewodniczącemu komitetu stowarzyszenia,chair of the association committee,
przewodniczący grup politycznych,chairman of a political group,
przewodniczący grupy politycznej,chairman of a political group,
przewodniczący jest informowany,chair will be informed,
przewodniczący komisji może,chairman of the committee may,
przewodniczący lub inny,chairman or another,
przewodniczących komisja specjalna,special committee chaired by,
przewodniczyć będzie jeden,will be chaired by one,
przewodniku do klasyfikacji,guide to the classification,
przewoźnika lotniczego przez,air carrier by,
przez analogię do,by analogy with,
przez autora do,by the author to,
przez bank światowy,by the world bank,
przez cztery główne,by the four leading,
przez depozytariusza takiego,by the depositary to such,
przez dodatkowych członków,by an additional member,
przez dyrektywę rady,by council directive,
przez działania wspólnoty,action by the community,
przez federację ogólną,by the general federation,
przez fundusze strukturalne,by structural and cohesion funds,
przez grupę polityczną,by a political group,
przez ich dochody,by their earnings,
przez instytucję do,by an institution for,
przez jego autora,by its author,
przez jej autora,by its author,
przez każde państwo,by each member state,
przez kilka ostatnich,over the last few,
przez komisję decyzji,by the commission,
przez komisję rezolucji,resolution tabled by a committee,
przez komisję są,commission for an opinion shall,
przez komitet składający,by a committee composed,
przez komitet sterujący,by the steering committee,
przez konferencję ministerialną,by the ministerial conference,
przez który ochrona,during which protection,
przez kwas siarkowy,by sulphuric acid,
przez międzynarodowy fundusz,by the international monetary fund,
przez następne pięć,over the next five,
przez nią zanim,by it before,
przez niniejszą konwencję,by this convention,
przez obu stałych,by both permanent,
przez okres od,for a period of,
przez okres pięciu,for a period ending five,
przez okres pozostający,for the remaining period,
przez organizację międzynarodową,through an international organisation,
przez parlament bez,by parliament without,
przez parlament jest,by parliament shall,
przez parlament opinii,by parliament of its opinion,
przez parlament rezolucję,resolution adopted by parliament,
przez parlament wakatu,vacancy is established by parliament,
przez parlament większością,parliament by a majority,
przez partie polityczne,by a political party,
przez plan działania,by the action plan,
przez pomocniczy organ,the subsidiary body,
przez ponad cztery,for over four,
przez prywatnych konsumentów,by private consumers,
przez radę do,by the council to,
przez radę dokumentu,document established by the council,
przez radę informacji,information forwarded by the council,
przez radę naukową,by the scientific council,
przez regionalną organizację,for each state or regional,
przez regionalne organizacje,state or regional,
przez rząd państwa,by the third country government,
przez rząd współpracy,cooperation initiated by the government,
przez sekretariat informacje,information received by the secretariat,
przez sekretariat parlamentu,by parliament's secretariat,
przez stopniowe wzmocnienie,by the gradual reinforcement,
przez stronę dla,by the party to,
przez stronę do,by a party to,
przez stronę jako,by a party as,
przez strukturę międzyrządową,by the intergovernmental structure,
przez swego przewodniczącego,by its chairperson,
przez światową organizację,by the world meteorological organization,
przez traktat o,by the treaty on,
przez tymczasową komisję,by a temporary committee,
przez tymczasowy sekretariat,by the interim secretariat,
przez władze lokalne,by one local authority,
przez właściwe organy,by the competent standardization body,
przez właściwe władze,by the competent authority,
przez właściwy organ,by a competent authority,
przez wspólną fundację,by a joint foundation,
przez wspólne centrum,by the joint research centre,
przez wspólnotę jako,the community as,
przez wspólnotę ze,by the community with,
przez wspólny organ,joint managing authority,
przez wspólny sekretariat,by a joint technical secretariat,
przez wszystkich kluczowych,by all key,
przez zamówienie pocztowe,by mail order,
przez zgromadzenie ogólne,by the general assembly,
przez zimną wojnę,by the cold war,
przy aktywnym udziale,with the active participation,
przy czym nie,to which no,
przy czym są,who are to take,
przy ich wspólnej,to their shared,
przy komitecie stowarzyszenia,association committee to provide,
przy rozwijaniu zdolności,developing the capacity to manage,
przy wywozie broni,to encourage other arms exporting,
przy zastosowaniu porównywalnych,using comparable methodologies to be,
przy zastosowaniu wspólnego,to use the joint,
przyciągały znaczne zainteresowanie,attracted considerable interest,
przyczyną tego jest,that the cause is,
przydatność i wiarygodność,usefulness and credibility,
przygotowania do dyskusji,preparation for a discussion,
przygotowania i okresowego,preparation and periodic,
przygotowania i planowanie,preparing and planning,
przygotowania i wdrażania,preparation and implementation,
przygotowania na zmiany,preparation for climate change,
przygotowania sprawozdania komisji,preparing the committee's report,
przygotowanie i przeszkolenie,preparing and training,
przygotowanie następnego kroku,preparing the next step,
przygotowanie prac komitetu,preparing the committee's work,
przygotowaniu adaptacji do,preparing for adaptation,
przygotowań do jego,arrangements for its,
przygotowuje obecnie oddzielną,currently preparing a separate,
przygotują raport dla,prepare a report to,
przygotuje wkrótce oddzielną,shortly be preparing a separate,
przygranicznym po obu,border regions on both,
przygranicznymi oraz harmonijnej,border regions and harmonious,
przyjąć na wniosek,adopt on a proposal,
przyjął zalecenie dla,adopted a recommendation for,
przyjęcia jako część,adoption as part,
przyjęcia lub odrzucenia,adoption or rejection,
przyjęcia lub zatwierdzenia,acceptance or approval,
przyjęcia niniejszej decyzji,adoption of this decision,
przyjęcia niniejszej dyrektywy,adoption of this directive,
przyjęcia prawnie wiążącego,adoption of a legally binding,
przyjęcie budżetu po,adoption of the budget after,
przyjęcie i realizację,adoption and implementation,
przyjęcie i wejście,adoption and entry,
przyjęcie lub odrzucenie,adoption or rejection,
przyjęcie planu działania,adoption of an action plan,
przyjęciem niniejszego protokołu,adoption of this protocol,
przyjęciu lub odrzuceniu,adoption or rejection,
przyjęciu niniejszej decyzji,adoption of this decision,
przyjęciu niniejszej dyrektywy,adoption of this directive,
przyjęciu przez parlament,adoption by parliament,
przyjęciu sprawozdania przez,adoption of the report by,
przyjęła krajowy plan,adopted a national plan,
przyjęła nowe prawo,adopted a new municipalities law,
przyjęły program prac,adopted a work programme,
przyjęte przez komisję,accepted by the commission,
przyjęto pięcioletni program,adopted a five-year work programme,
przyjęto wspólną strategię,adopted a joint african-eu strategy,
przyjęto wspólne oświadczenie,adopted a joint statement,
przyjęty plan działania,adopted eu action plan,
przyjęty przez komisję,accepted by the commission,
przyjęty przez podkomitet,adopted by the subcommittee,
przyjętymi przez międzyrządowy,accepted by the intergovernmental,
przyjmie na pierwszej,adopt at its first,
przyjmie rezolucji legislacyjnej,adopt the legislative resolution,
przyjmowany przez podkomitet,adopted by the subcommittee,
przyjmują niniejszą decyzję,adopted this decision,
przyjmują niniejszą dyrektywę,adopted this directive,
przyjmują niniejsze rozporządzenie,adopted this directive,
przyjmuje na wniosek,adopt on a proposal,
przyjmuje niniejszą decyzję,adopted this decision,
przyjmuje niniejszą dyrektywę,adopted this directive,
przyjmuje niniejsze rozporządzenie,adopted this regulation,
przyjmuje niniejsze wspólne,adopted this joint,
przyjmuje swój regulamin,adopt its rules,
przyjmuje wspólny program,adopt each joint operational programme,
przykład poprzez zastosowanie,example by using,
przykład w wypadku,example in the event,
przykładowych elementów działań,exemplary elements of project activity,
przypadku decyzja jest,instance the decision shall,
przypadku pewnych ważnych,case of certain important,
przypadku projekt rezolucji,case the draft legislative resolution,
przypadku w sposób,case in a manner,
przyrody są poważne,nature are severe,
przystąpienia od dnia,accession from the day,
przystąpiła do drugiego,acceded to the second,
przystąpiła do protokołu,acceded to the optional protocol,
przystąpiły do protokołu,acceded to the optional protocol,
przystąpiły do unii,acceded to the european union,
przystępnych cen energii,affordable energy costs,
przyszłą długofalową strategię,future long-term strategy,
przyszłej ekspansji będzie,future expansion will,
przyszłej strategii energetycznej,future energy strategy,
przyszłości w kontekście,future in the context,
przyszłości za ich,in the future within their,
przyszły wzrost średniej,future global average temperature increase,
przyszłych negocjacjach międzynarodowych,future international negotiations,
przyszłych ram finansowych,future financial framework,
przyszłych ramach finansowych,next financial framework,
przyszłym międzynarodowym porozumieniu,future international climate agreement,
przywiązaniu do wspólnych,attachment to shared,
przywiązują do społecznych,attach to the social,
przywiązują dużą wagę,attach great importance,
przywiązuje dużą wagę,attaches great importance,
przywóz i dystrybucję,import and distribution,
przyznała na rozprawie,acknowledged at the hearing,
publiczna nie jest,that the public is,
publiczna powinna zatem,public support should therefore,
publiczne i inne,public authorities and other,
publiczne i prywatne,public and private,
publiczne na wszystkich,public authorities at all,
publiczne oraz bezpieczeństwo,safety of public and operators,
publicznego do informacji,public access to information,
publicznego dostępu do,public access to,
publicznego i bezpieczeństwa,public health and food safety,
publicznego i prywatnego,public and private,
publicznego lub narodowego,public or national,
publicznego lub prywatnego,public or private,
publicznej i do,public and to,
publicznej oraz bezstronności,public administration and the impartiality,
publiczny albo prywatny,public or private,
publiczny do rejestru,public access to a register,
publiczny dostęp do,public access to,
publicznych i prywatnych,public and private,
publicznym i prywatnym,public and private,
publicznym niezbędnej perspektywy,public authorities the necessary perspective,
publicznym oraz stworzenie,public domain and the creation,
publicznymi i prywatnymi,public and private,
publikacja w dzienniku,publication in the official journal,
publikacjami i szkoleniami,publication and training,
publikacji niniejszego zalecenia,publication of this recommendation,
publikacji ogólnych informacji,publication of general information,
publikacji w dzienniku,publication in the official journal,
publikować i regularnie,publish and regularly,
punkt dostępu powinien,access point should,
punkt koordynujący wszystkie,coordinating point for all,
punkt w porządku,item on the agenda,
punktu widzenia dyscyplinarnego,disciplinary point of view,
punktu widzenia polityki,policy point of view,
pustynnienia i utraty,desertification and the loss,
pustynnienie oraz podnoszenie,desertification and rising,
pustynnieniu i powodziom,desertification and flooding,
pytania do rady,question to the council,
pytania i odpowiedzi,question and the answer,
pytań do komisji,question time with the commission,
pytań do rady,question time with the council,
pytań na to,question to which it,
pytań w komisji,in committee question,
racjonalnego i efektywnego,rational and efficient,
rada i komisja,commission and council,
rada kontynuuje swoje,council would continue its,
rada naukowa będzie,scientific council and will,
rada nie przyjmie,council has not adopted,
rada poinformuje parlament,council has informed parliament,
rada przyjęła nowe,council adopted new,
rada przyjęła program,council adopted the eu programme,
radą i komisją,council and commission,
radą oraz komisją,council and the commission,
radę do jego,council to adopt its,
radę do jej,council to its,
radę i komisję,council and the commission,
radę lub komisję,council or the commission,
radę w różnych,council in different,
rady i komisji,council and the commission,
rady i parlamentu,council and the european parliament,
rady i rady,council and european council,
rady jeżeli rada,council meetings when the council,
rady lub jego,council or his,
rady lub komisji,council or the commission,
rady lub wysokiego,council or the high,
rady na wniosek,council on a proposal,
rady oraz komisję,council and commission,
radzie i jej,council and its,
radzie i komisji,council and commission,
radzie i parlamentowi,council and the european parliament,
radzie końcowa ocenę,council a final assessment,
radzie oraz jej,council and its,
radzie przez państwo,council by a member state,
radzie sprawozdanie roczne,council an annual report,
radzie stowarzyszenia wszelkie,association council any,
ram finansowych zawartych,financial framework contained,
ram instytucjonalnych dla,institutional framework for,
ram prawnych dla,legal framework for,
ramach finansowych powinno,financial framework should,
ramach ich mandatu,framework of their parliamentary mandate,
ramach ich ogólnych,framework of their general,
ramach inicjatywy komisji,framework of the commission initiative,
ramach niniejszego programu,this framework programme,
ramach niniejszej dyrektywy,framework of this directive,
ramach piątego programu,fifth framework programme,
ramach siódmego programu,seventh framework programme,
ramach strategicznego partnerstwa,framework of the strategic partnership,
ramach swoich ogólnych,framework of their overall,
ramach swoich uprawnień,framework of its own powers,
ramach szóstego programu,sixth framework programme,
ramach wymiaru północnego,framework of the northern dimension,
ramami pomocy państwa,framework for state aid,
ramy dialogu społecznego,framework for social dialogue,
ramy dla pogłębiania,framework for deepening,
ramy dla współpracy,framework for cooperation,
ramy dwustronnej współpracy,framework for bilateral cooperation,
ramy euromed mogą,euromed framework can,
ramy finansowe nowej,financial framework for the new,
ramy instytucjonalne dialogu,institutional framework for social dialogue,
ramy instytucjonalne stosunki,institutional framework contractual relations,
ramy odniesienia dla,frame of reference for,
ramy polityki programowania,policy framework for the programming,
ramy powinny również,framework should also,
ramy prawne dla,legal framework for,
ramy współpracy między,framework for cooperation between,
rand europe streszczenie,rand europe executive summary,
raporcie światowej komisji,report of the world commission,
raport dla konferencji,report to the conference,
raport światowej komisji,report of the world commission,
rasizmu i ksenofobii,racism and xenophobia,
rata dotacji jest,grant instalment shall,
ratyfikacja i wejście,ratification and entering,
raz w roku,at least once a year,
razem z regionalną,together with the regional,
reagowały na wszelkie,react to any,
realizacja enp musi,implementation of the enp must,
realizację i monitorowanie,implementation and monitoring,
realizację protokołu przez,implementation of this protocol by,
realizację tego planu,implementation of this plan,
realizacji i kontroli,implementation and auditing,
realizacji i ocenie,implementation and evaluation,
realizacji jej planu,implementation of its action plan,
realizacji kolejnego etapu,implementation of the next stage,
realizacji niniejszego wspólnego,implementation of this joint,
realizacji niniejszej decyzji,implementation of this decision,
realizacji oraz ewolucji,implementation and the evolution,
realizacji planu działania,action plan implementation should,
realizacji polityki regionalnej,implementation of regional policy,
realizacji pomocy wspólnoty,implementation of the community assistance,
realizacji programu gospodarczego,implementation of the economic programme,
realizacji programu są,implementation of the programme shall,
realizacji tego planu,implementation of that action plan,
recykling i przetwarzanie,recycling and processing,
recykling oraz inne,recycling and other,
reding członek komisji,commission viviane reding member,
redukcji emisji powstałe,emission reduction units resulting,
redukcji zawartości siarki,reduction in the sulphur content,
redukować lub zapobiegać,reduce or prevent,
refleksja i debata,reflection and debate,
refleksji i debat,reflection and debate,
reform i rozwoju,reform and development,
reformę samorządu lokalnego,reform and local self-government,
reformy procesy reform,reform the political reform processes,
region lub inne,another region or member,
regionalna integracja gospodarcza,regional economic integration,
regionalna integracja jako,regional integration as,
regionalna organizacja integracji,regional economic integration organization,
regionalną na wschodzie,regional dimension for the east,
regionalną organizacją integracji,regional economic integration organization,
regionalną organizację integracji,regional economic integration,
regionalne będą musiały,regional authorities will need,
regionalne czy mniejszościowe,regional or minority,
regionalne i dialog,regional conflicts and political dialogue,
regionalne i lokalne,regional and local,
regionalne i mniejszościowe,regional and minority,
regionalne lub regionalne,regional councils or regional,
regionalne organizacje integracji,regional economic integration,
regionalne ramy euromed,regional euromed framework,
regionalne ze szczególnym,regional circumstances with,
regionalnego i globalnego,regional and global,
regionalnego i krajowego,regional and national,
regionalnego i lokalnego,regional and local,
regionalnego i wielostronnego,regional and multilateral,
regionalnego jako instrumentu,regional planning as an instrument,
regionalnego rozdziału wszelkiego,regional distribution of any,
regionalnego seminarium euromed,regional euromed seminar,
regionalnego wymiaru wszechstronnego,regional dimension of a comprehensive,
regionalnej i lokalnej,regional and local,
regionalnej i międzynarodowej,regional and international,
regionalnej i polityki,regional and cohesion policy,
regionalnej integracji gospodarczej,regional economic integration,
regionalnej organizacji integracji,regional economic integration,
regionalnej rady współpracy,regional cooperation council,
regionalnej w wielu,regional cooperation in many,
regionalnej współpracy finansowej,regional financial cooperation,
regionalnemu i lokalnemu,regional and local,
regionalny i lokalny,regional and local,
regionalnych i etnicznych,regional and ethnic,
regionalnych i lokalnych,regional and local,
regionalnych i mniejszościowych,regional and minority,
regionalnych lub światowych,regional or world,
regionalnym często opierają,regional level often rely,
regionalnym i krajowym,regional and national,
regionalnym i lokalnym,regional and local,
regionalnym i międzynarodowym,regional and international,
regionalnym i światowym,regional and global,
regionalnym lub lokalnym,regional or local,
regionalnym oraz lokalnym,regional and local,
regionalnym oraz wielostronnym,regional and other multilateral,
regionalnymi i lokalnym,regional and local,
regionalnymi i lokalnymi,regional and local,
regionalnymi jest koniecznym,regional authorities is a necessary,
regionalnymi w procesach,regional organisations in the process,
regionie lub państwie,region or member state,
regionie powinny być,region should be,
regionu i między,region and between,
regionu morza czarnego,area surrounding the black sea,
regiony oraz sektory,region and cooperation sector,
regulacji transportu lotniczego,regulation of its air transport,
regulamin i przedkładają,rules of procedure and submit,
regulaminie - lista,rules of procedure - list,
regulaminu i według,rules and to,
regularne kontakty ze,regular contact with,
regularnie aktualizować krajowe,regularly update national,
regularnie informuje grupę,group regularly informed,
regularnie informuje parlament,regularly inform the european parliament,
regularnie monitorować wykonanie,regularly monitor the implementation,
regularnie ocenia wyniki,regularly evaluate the results,
regularnie pod długotrwałym,regularly affected by long-term,
regularny i systematyczny,regular and systematic,
regularnych sprawozdań krajowych,regular national reporting,
regulują sektor usług,regulate the public service sector,
reguły co miesiąc,as a rule each month,
rejestr jest jawny,register may be open,
rejestr może być,register may be,
rejestr ten jest,this register shall,
rejestrze chemikaliów wspólnoty,community register on chemicals,
relacje ze środowiskiem,relationship with the environment,
relacji z całym,relationship with the whole,
religijną i językową,religious and linguistic,
remonty i izolację,renovation and insulation,
reprezentacją społeczeństwa obywatelskiego,civil society representatives in,
reprezentatywne próbki gleby,sampling the representative soil,
reprezentatywności i przejrzystości,representativeness and transparency,
reprezentowany przez członka,represented by a member,
reprezentowany przez innego,represented by another,
reprodukcyjnego i zdrowia,reproductive and infant health,
republiki i społeczność,republic and the international community,
rewizji niniejszej dyrektywy,review of this directive,
rezerwy na gwarancje,guarantee reserve in,
rezolucja parlamentu wskazuje,parliament's resolution shall indicate,
rezolucję na podstawie,resolution on the basis,
rezolucji legislacyjnej odracza,legislative resolution shall be postponed,
rezolucji lub propozycja,resolution or the proposal,
rezolucji nadal może,resolution may still,
rezultatem tego będzie,this will result on,
rezultatów w krótkim,results in the short,
rezygnacji lub odwołania,resignation or dismissal,
robocze - projekty,working documents - draft,
robocze - wspólne,documents - joint,
robocze z udziałem,working groups with interested,
roboczy komisji sprawozdanie,commission working document report,
roboczych nie może,working visits may not,
roboczych od dnia,working days from,
roboczych od ogłoszenia,working weeks of the announcement,
robotyka i oprogramowanie,robotics and software,
roczne oraz sprawozdania,annual report and special,
rodziców i przyszłych,parents and future,
rok bazowy dla,base year for,
rok intensywnej nauki,year of intensive language learning,
rok lub okres,year or period,
rok przed początkiem,year prior to the start,
roku lub okresie,year or period,
roku lub okresu,year or period,
roku od daty,year after the date of,
roku od dnia,year from the date,
roku od zatwierdzenia,year of the approval,
rola podkomitet działa,role the subcommittee shall work,
rola społeczeństwa obywatelskiego,role of civil society,
rolę jako punkt,role as a coordinating point,
rolę społeczeństwa obywatelskiego,role of civil society,
rolę w działaniu,role in the operation,
rolę w planowaniu,role to play in planning,
rolę w pomocy,part in helping,
rolę w rozwoju,role in the development,
rolę w siódmym,role within the seventh,
rolę w świecie,role at world,
rolę w wymianie,role in sharing,
roli i znaczenia,role and importance,
roli jako partnera,role as a partner,
roli społeczeństwa obywatelskiego,role of civil society,
roli w negocjacjach,role in the negotiations,
roli w przyszłości,role in the future,
roli wiedzy dla,role of knowledge for,
rolnictwa i leśnictwa,farming and forestry,
rolnictwie i leśnictwie,agriculture and forestry,
rolnictwie nie są,agriculture is not,
rolnictwo będzie bardzo,agriculture will be very,
rolnictwo i leśnictwo,agriculture and forestry,
rolnictwo lub turystyka,agriculture or tourism,
rolnictwo ma również,agriculture also has,
rolniczej bądź innej,agricultural or other,
